frame.go_id	frame.Evidance	frame.gene_id
GO:0004672	ISA	Potri.002G181000
GO:0005524	ISA	Potri.002G181000
GO:0006468	ISA	Potri.002G181000
GO:0004672	ISA	Potri.002G161600
GO:0005524	ISA	Potri.002G161600
GO:0006468	ISA	Potri.002G161600
GO:0003676	ISA	Potri.001G429300
GO:0008270	ISA	Potri.001G429300
GO:0006810	ISA	Potri.001G429300
GO:0005506	ISA	Potri.008G082300
GO:0009055	ISA	Potri.008G082300
GO:0016705	ISA	Potri.008G082300
GO:0020037	ISA	Potri.008G082300
GO:0055114	ISA	Potri.008G082300
GO:0015299	ISA	Potri.010G100900
GO:0006812	ISA	Potri.010G100900
GO:0055085	ISA	Potri.010G100900
GO:0016021	ISA	Potri.010G100900
GO:0055085	ISA	Potri.001G249800
GO:0016021	ISA	Potri.001G249800
GO:0016020	ISA	Potri.002G200400
GO:0005515	ISA	Potri.002G200400
GO:0016491	ISA	Potri.010G114200
GO:0055114	ISA	Potri.010G114200
GO:0005507	ISA	Potri.010G114200
GO:0016616	ISA	Potri.010G159800
GO:0051287	ISA	Potri.010G159800
GO:0055114	ISA	Potri.010G159800
GO:0016020	ISA	Potri.007G017800
GO:0006629	ISA	Potri.001G012500
GO:0016717	ISA	Potri.001G012500
GO:0055114	ISA	Potri.001G012500
GO:0016491	ISA	Potri.001G012500
GO:0046983	ISA	Potri.014G106500
GO:0008168	ISA	Potri.014G106500
GO:0008171	ISA	Potri.014G106500
GO:0055114	ISA	Potri.013G102900
GO:0010181	ISA	Potri.013G102900
GO:0016491	ISA	Potri.013G102900
GO:0000272	ISA	Potri.001G148900
GO:0016161	ISA	Potri.001G148900
GO:0005778	ISA	Potri.019G020000
GO:0007031	ISA	Potri.019G020000
GO:0005515	ISA	Potri.005G157400
GO:0005543	ISA	Potri.005G157400
GO:0007165	ISA	Potri.005G157400
GO:0005622	ISA	Potri.005G157400
GO:0003677	ISA	Potri.011G058400
GO:0006355	ISA	Potri.011G058400
GO:0043531	ISA	Potri.003G026900
GO:0005524	ISA	Potri.003G026900
GO:0006915	ISA	Potri.003G026900
GO:0016790	ISA	Potri.001G177900
GO:0006633	ISA	Potri.001G177900
GO:0008171	ISA	Potri.009G139800
GO:0008168	ISA	Potri.009G139800
GO:0046983	ISA	Potri.009G139800
GO:0003677	ISA	Potri.009G139800
GO:0006355	ISA	Potri.009G139800
GO:0006355	ISA	Potri.017G090600
GO:0019538	ISA	Potri.017G090600
GO:0016887	ISA	Potri.017G090600
GO:0005524	ISA	Potri.017G090600
GO:0008134	ISA	Potri.017G090600
GO:0005515	ISA	Potri.010G126200
GO:0003684	ISA	Potri.010G126200
GO:0006289	ISA	Potri.010G126200
GO:0043161	ISA	Potri.010G126200
GO:0004371	ISA	Potri.019G122400
GO:0006071	ISA	Potri.019G122400
GO:0006886	ISA	Potri.009G163300
GO:0006888	ISA	Potri.009G163300
GO:0030127	ISA	Potri.009G163300
GO:0005524	ISA	Potri.004G004000
GO:0009378	ISA	Potri.004G004000
GO:0006281	ISA	Potri.004G004000
GO:0006310	ISA	Potri.004G004000
GO:0016887	ISA	Potri.004G004000
GO:0003824	ISA	Potri.002G073600
GO:0008152	ISA	Potri.002G073600
GO:0031625	ISA	Potri.001G117200
GO:0006511	ISA	Potri.001G117200
GO:0031461	ISA	Potri.001G117200
GO:0008104	ISA	Potri.007G034900
GO:0004672	ISA	Potri.010G155700
GO:0005524	ISA	Potri.010G155700
GO:0006468	ISA	Potri.010G155700
GO:0016787	ISA	Potri.004G101400
GO:0008152	ISA	Potri.004G101400
GO:0004866	ISA	Potri.019G088400
GO:0008762	ISA	Potri.011G162700
GO:0016491	ISA	Potri.011G162700
GO:0050660	ISA	Potri.011G162700
GO:0055114	ISA	Potri.011G162700
GO:0016758	ISA	Potri.006G272500
GO:0008152	ISA	Potri.006G272500
GO:0006904	ISA	Potri.010G227100
GO:0015031	ISA	Potri.010G227100
GO:0000145	ISA	Potri.010G227100
GO:0004672	ISA	Potri.014G107000
GO:0005524	ISA	Potri.014G107000
GO:0006468	ISA	Potri.014G107000
GO:0004672	ISA	Potri.T011000
GO:0005524	ISA	Potri.T011000
GO:0006468	ISA	Potri.T011000
GO:0046872	ISA	Potri.014G178800
GO:0030001	ISA	Potri.014G178800
GO:0004672	ISA	Potri.011G035200
GO:0005524	ISA	Potri.011G035200
GO:0006468	ISA	Potri.011G035200
GO:0048544	ISA	Potri.011G035200
GO:0005529	ISA	Potri.011G035200
GO:0003676	ISA	Potri.012G096900
GO:0003824	ISA	Potri.013G012300
GO:0008152	ISA	Potri.013G012300
GO:0003677	ISA	Potri.006G202500
GO:0008270	ISA	Potri.006G202500
GO:0006355	ISA	Potri.006G202500
GO:0005515	ISA	Potri.003G196800
GO:0003700	ISA	Potri.003G151000
GO:0006355	ISA	Potri.003G151000
GO:0004672	ISA	Potri.011G027500
GO:0005524	ISA	Potri.011G027500
GO:0006468	ISA	Potri.011G027500
GO:0005515	ISA	Potri.002G175800
GO:0004842	ISA	Potri.002G175800
GO:0016567	ISA	Potri.002G175800
GO:0000151	ISA	Potri.002G175800
GO:0003676	ISA	Potri.001G269200
GO:0006397	ISA	Potri.001G269200
GO:0004672	ISA	Potri.T065100
GO:0005524	ISA	Potri.T065100
GO:0006468	ISA	Potri.T065100
GO:0004221	ISA	Potri.001G315600
GO:0006511	ISA	Potri.001G315600
GO:0008270	ISA	Potri.001G315600
GO:0043565	ISA	Potri.009G163500
GO:0005622	ISA	Potri.009G163500
GO:0004672	ISA	Potri.009G170600
GO:0005524	ISA	Potri.009G170600
GO:0006468	ISA	Potri.009G170600
GO:0006355	ISA	Potri.009G170600
GO:0005515	ISA	Potri.009G170600
GO:0004298	ISA	Potri.006G077900
GO:0051603	ISA	Potri.006G077900
GO:0005839	ISA	Potri.006G077900
GO:0003735	ISA	Potri.001G384600
GO:0006412	ISA	Potri.001G384600
GO:0005840	ISA	Potri.001G384600
GO:0004650	ISA	Potri.019G067100
GO:0005975	ISA	Potri.019G067100
GO:0004185	ISA	Potri.001G261100
GO:0006508	ISA	Potri.001G261100
GO:0005509	ISA	Potri.010G107100
GO:0007165	ISA	Potri.010G107100
GO:0005578	ISA	Potri.010G107100
GO:0003677	ISA	Potri.016G007500
GO:0003723	ISA	Potri.016G007500
GO:0004672	ISA	Potri.015G061400
GO:0005524	ISA	Potri.015G061400
GO:0006468	ISA	Potri.015G061400
GO:0046933	ISA	Potri.009G029700
GO:0046961	ISA	Potri.009G029700
GO:0015986	ISA	Potri.009G029700
GO:0045261	ISA	Potri.009G029700
GO:0003743	ISA	Potri.018G104000
GO:0006413	ISA	Potri.018G104000
GO:0005515	ISA	Potri.002G137400
GO:0005506	ISA	Potri.004G185300
GO:0009055	ISA	Potri.004G185300
GO:0016705	ISA	Potri.004G185300
GO:0020037	ISA	Potri.004G185300
GO:0055114	ISA	Potri.004G185300
GO:0004190	ISA	Potri.013G070300
GO:0006508	ISA	Potri.013G070300
GO:0003677	ISA	Potri.011G054000
GO:0006355	ISA	Potri.011G054000
GO:0016020	ISA	Potri.006G064800
GO:0015238	ISA	Potri.011G002400
GO:0015297	ISA	Potri.011G002400
GO:0006855	ISA	Potri.011G002400
GO:0055085	ISA	Potri.011G002400
GO:0016020	ISA	Potri.011G002400
GO:0005515	ISA	Potri.008G085500
GO:0004871	ISA	Potri.008G085500
GO:0009416	ISA	Potri.008G085500
GO:0005515	ISA	Potri.007G130600
GO:0003735	ISA	Potri.001G149300
GO:0006412	ISA	Potri.001G149300
GO:0005622	ISA	Potri.001G149300
GO:0005840	ISA	Potri.001G149300
GO:0016651	ISA	Potri.017G136600
GO:0051536	ISA	Potri.017G136600
GO:0055114	ISA	Potri.017G136600
GO:0003700	ISA	Potri.005G152500
GO:0008270	ISA	Potri.005G152500
GO:0043565	ISA	Potri.005G152500
GO:0006355	ISA	Potri.005G152500
GO:0005515	ISA	Potri.005G152500
GO:0042254	ISA	Potri.010G191200
GO:0003735	ISA	Potri.010G191200
GO:0006414	ISA	Potri.010G191200
GO:0005622	ISA	Potri.010G191200
GO:0005840	ISA	Potri.010G191200
GO:0016020	ISA	Potri.001G420200
GO:0055085	ISA	Potri.001G420200
GO:0009790	ISA	Potri.001G143700
GO:0005524	ISA	Potri.003G211000
GO:0003677	ISA	Potri.003G211000
GO:0003918	ISA	Potri.003G211000
GO:0006265	ISA	Potri.003G211000
GO:0005694	ISA	Potri.003G211000
GO:0043531	ISA	Potri.005G035700
GO:0005524	ISA	Potri.005G035700
GO:0006915	ISA	Potri.005G035700
GO:0005515	ISA	Potri.016G035900
GO:0016627	ISA	Potri.015G078000
GO:0005529	ISA	Potri.012G131600
GO:0048544	ISA	Potri.012G131600
GO:0006468	ISA	Potri.012G131600
GO:0004672	ISA	Potri.012G131600
GO:0005524	ISA	Potri.012G131600
GO:0005515	ISA	Potri.008G168900
GO:0019211	ISA	Potri.005G162900
GO:0016021	ISA	Potri.005G124200
GO:0010044	ISA	Potri.002G054300
GO:0055114	ISA	Potri.014G197900
GO:0004616	ISA	Potri.014G197900
GO:0006098	ISA	Potri.014G197900
GO:0016491	ISA	Potri.014G197900
GO:0004650	ISA	Potri.010G007300
GO:0005975	ISA	Potri.010G007300
GO:0003677	ISA	Potri.003G086400
GO:0005524	ISA	Potri.003G086400
GO:0016787	ISA	Potri.003G086400
GO:0004386	ISA	Potri.003G086400
GO:0008270	ISA	Potri.003G086400
GO:0000184	ISA	Potri.003G086400
GO:0005737	ISA	Potri.003G086400
GO:0005525	ISA	Potri.005G198800
GO:0007264	ISA	Potri.005G198800
GO:0005634	ISA	Potri.005G198800
GO:0005737	ISA	Potri.005G198800
GO:0005622	ISA	Potri.005G198800
GO:0004252	ISA	Potri.006G086300
GO:0016021	ISA	Potri.006G086300
GO:0006508	ISA	Potri.006G086300
GO:0003700	ISA	Potri.018G021900
GO:0006355	ISA	Potri.018G021900
GO:0000166	ISA	Potri.005G162000
GO:0004812	ISA	Potri.005G162000
GO:0005524	ISA	Potri.005G162000
GO:0006418	ISA	Potri.005G162000
GO:0005737	ISA	Potri.005G162000
GO:0004828	ISA	Potri.005G162000
GO:0006412	ISA	Potri.005G162000
GO:0006434	ISA	Potri.005G162000
GO:0016811	ISA	Potri.006G051500
GO:0005515	ISA	Potri.005G260100
GO:0004672	ISA	Potri.004G179400
GO:0005524	ISA	Potri.004G179400
GO:0006468	ISA	Potri.004G179400
GO:0005515	ISA	Potri.T008500
GO:0005515	ISA	Potri.T074200
GO:0043531	ISA	Potri.T074200
GO:0007165	ISA	Potri.T074200
GO:0005622	ISA	Potri.T074200
GO:0003677	ISA	Potri.T074200
GO:0006355	ISA	Potri.T074200
GO:0005524	ISA	Potri.T074200
GO:0006915	ISA	Potri.T074200
GO:0004888	ISA	Potri.T074200
GO:0031224	ISA	Potri.T074200
GO:0045087	ISA	Potri.T074200
GO:0003779	ISA	Potri.015G144500
GO:0005622	ISA	Potri.015G144500
GO:0003935	ISA	Potri.001G310500
GO:0009231	ISA	Potri.001G310500
GO:0008686	ISA	Potri.001G310500
GO:0005515	ISA	Potri.009G058000
GO:0003824	ISA	Potri.002G113500
GO:0008152	ISA	Potri.002G113500
GO:0004084	ISA	Potri.002G113500
GO:0009081	ISA	Potri.002G113500
GO:0005515	ISA	Potri.006G032200
GO:0003676	ISA	Potri.009G132000
GO:0008270	ISA	Potri.009G132000
GO:0003677	ISA	Potri.009G132000
GO:0006355	ISA	Potri.009G132000
GO:0005515	ISA	Potri.016G127000
GO:0005509	ISA	Potri.001G025000
GO:0005544	ISA	Potri.001G025000
GO:0016538	ISA	Potri.009G004000
GO:0007049	ISA	Potri.009G004000
GO:0043531	ISA	Potri.003G099100
GO:0005524	ISA	Potri.003G099100
GO:0006915	ISA	Potri.003G099100
GO:0016881	ISA	Potri.002G161000
GO:0000166	ISA	Potri.T103500
GO:0046872	ISA	Potri.T103500
GO:0003824	ISA	Potri.T103500
GO:0008152	ISA	Potri.T103500
GO:0006754	ISA	Potri.T103500
GO:0006812	ISA	Potri.T103500
GO:0015662	ISA	Potri.T103500
GO:0016020	ISA	Potri.T103500
GO:0004672	ISA	Potri.004G024000
GO:0005524	ISA	Potri.004G024000
GO:0006468	ISA	Potri.004G024000
GO:0003677	ISA	Potri.004G230800
GO:0006355	ISA	Potri.004G230800
GO:0016702	ISA	Potri.001G015400
GO:0046872	ISA	Potri.001G015400
GO:0055114	ISA	Potri.001G015400
GO:0005515	ISA	Potri.001G015400
GO:0003700	ISA	Potri.T050600
GO:0006355	ISA	Potri.T050600
GO:0005215	ISA	Potri.008G049500
GO:0006810	ISA	Potri.008G049500
GO:0055085	ISA	Potri.008G049500
GO:0016021	ISA	Potri.008G049500
GO:0005525	ISA	Potri.T094300
GO:0007264	ISA	Potri.T094300
GO:0004871	ISA	Potri.T094300
GO:0019001	ISA	Potri.T094300
GO:0007186	ISA	Potri.T094300
GO:0005634	ISA	Potri.T094300
GO:0005737	ISA	Potri.T094300
GO:0005622	ISA	Potri.T094300
GO:0003755	ISA	Potri.002G021500
GO:0006457	ISA	Potri.002G021500
GO:0006950	ISA	Potri.005G157100
GO:0003677	ISA	Potri.003G124500
GO:0043565	ISA	Potri.003G124500
GO:0005622	ISA	Potri.003G124500
GO:0003735	ISA	Potri.012G037500
GO:0006412	ISA	Potri.012G037500
GO:0005622	ISA	Potri.012G037500
GO:0005840	ISA	Potri.012G037500
GO:0003677	ISA	Potri.010G016700
GO:0046983	ISA	Potri.010G016700
GO:0005515	ISA	Potri.001G473100
GO:0003723	ISA	Potri.010G168700
GO:0033897	ISA	Potri.010G168700
GO:0003676	ISA	Potri.001G320200
GO:0008408	ISA	Potri.001G320200
GO:0006139	ISA	Potri.001G320200
GO:0005622	ISA	Potri.001G320200
GO:0004672	ISA	Potri.017G126500
GO:0005524	ISA	Potri.017G126500
GO:0006468	ISA	Potri.017G126500
GO:0008270	ISA	Potri.004G162600
GO:0005622	ISA	Potri.004G162600
GO:0016491	ISA	Potri.012G143600
GO:0008152	ISA	Potri.012G143600
GO:0003824	ISA	Potri.012G143600
GO:0050662	ISA	Potri.012G143600
GO:0044237	ISA	Potri.012G143600
GO:0003824	ISA	Potri.010G119300
GO:0016020	ISA	Potri.010G119300
GO:0005515	ISA	Potri.012G027200
GO:0003677	ISA	Potri.010G214000
GO:0006352	ISA	Potri.010G214000
GO:0005634	ISA	Potri.010G214000
GO:0000786	ISA	Potri.010G214000
GO:0006334	ISA	Potri.010G214000
GO:0004672	ISA	Potri.008G204400
GO:0005524	ISA	Potri.008G204400
GO:0006468	ISA	Potri.008G204400
GO:0004672	ISA	Potri.012G003200
GO:0005524	ISA	Potri.012G003200
GO:0006468	ISA	Potri.012G003200
GO:0008324	ISA	Potri.010G172900
GO:0006812	ISA	Potri.010G172900
GO:0055085	ISA	Potri.010G172900
GO:0016021	ISA	Potri.010G172900
GO:0005524	ISA	Potri.001G467800
GO:0008152	ISA	Potri.001G467800
GO:0016301	ISA	Potri.001G467800
GO:0003676	ISA	Potri.018G061300
GO:0005524	ISA	Potri.018G061300
GO:0008026	ISA	Potri.018G061300
GO:0004386	ISA	Potri.018G061300
GO:0005515	ISA	Potri.012G142900
GO:0016597	ISA	Potri.010G178200
GO:0008152	ISA	Potri.010G178200
GO:0016787	ISA	Potri.017G118600
GO:0006541	ISA	Potri.017G118600
GO:0004672	ISA	Potri.019G122500
GO:0005524	ISA	Potri.019G122500
GO:0006468	ISA	Potri.019G122500
GO:0005515	ISA	Potri.019G122500
GO:0006468	ISA	Potri.003G211500
GO:0004672	ISA	Potri.003G211500
GO:0005524	ISA	Potri.003G211500
GO:0003989	ISA	Potri.016G110500
GO:0016874	ISA	Potri.016G110500
GO:0006633	ISA	Potri.016G110500
GO:0009317	ISA	Potri.016G110500
GO:0003824	ISA	Potri.005G099500
GO:0008152	ISA	Potri.005G099500
GO:0046872	ISA	Potri.001G276900
GO:0003777	ISA	Potri.001G182300
GO:0005524	ISA	Potri.001G182300
GO:0007018	ISA	Potri.001G182300
GO:0003735	ISA	Potri.003G009500
GO:0006412	ISA	Potri.003G009500
GO:0005622	ISA	Potri.003G009500
GO:0005840	ISA	Potri.003G009500
GO:0020037	ISA	Potri.001G263800
GO:0006457	ISA	Potri.001G467100
GO:0004672	ISA	Potri.019G078300
GO:0005524	ISA	Potri.019G078300
GO:0006468	ISA	Potri.019G078300
GO:0005515	ISA	Potri.018G108000
GO:0005634	ISA	Potri.002G037300
GO:0005515	ISA	Potri.002G037300
GO:0032955	ISA	Potri.004G121000
GO:0051301	ISA	Potri.004G121000
GO:0005506	ISA	Potri.008G205200
GO:0009055	ISA	Potri.008G205200
GO:0016705	ISA	Potri.008G205200
GO:0020037	ISA	Potri.008G205200
GO:0055114	ISA	Potri.008G205200
GO:0003700	ISA	Potri.005G077300
GO:0006355	ISA	Potri.005G077300
GO:0016747	ISA	Potri.006G010300
GO:0003677	ISA	Potri.014G076100
GO:0006355	ISA	Potri.014G076100
GO:0004672	ISA	Potri.019G110600
GO:0005524	ISA	Potri.019G110600
GO:0006468	ISA	Potri.019G110600
GO:0005515	ISA	Potri.019G110600
GO:0004970	ISA	Potri.002G230000
GO:0005234	ISA	Potri.002G230000
GO:0016020	ISA	Potri.002G230000
GO:0005215	ISA	Potri.002G230000
GO:0006810	ISA	Potri.002G230000
GO:0030288	ISA	Potri.002G230000
GO:0004553	ISA	Potri.003G151700
GO:0005975	ISA	Potri.003G151700
GO:0048193	ISA	Potri.006G168800
GO:0016020	ISA	Potri.006G168800
GO:0006457	ISA	Potri.012G129200
GO:0003755	ISA	Potri.004G173500
GO:0006457	ISA	Potri.004G173500
GO:0005515	ISA	Potri.007G032800
GO:0003700	ISA	Potri.004G211800
GO:0008270	ISA	Potri.004G211800
GO:0043565	ISA	Potri.004G211800
GO:0006355	ISA	Potri.004G211800
GO:0005524	ISA	Potri.003G222400
GO:0044267	ISA	Potri.003G222400
GO:0005198	ISA	Potri.001G137900
GO:0009507	ISA	Potri.001G137900
GO:0046983	ISA	Potri.002G188400
GO:0003677	ISA	Potri.002G188400
GO:0016740	ISA	Potri.017G014000
GO:0030170	ISA	Potri.017G014000
GO:0009058	ISA	Potri.017G014000
GO:0016829	ISA	Potri.017G014000
GO:0006520	ISA	Potri.017G014000
GO:0016769	ISA	Potri.017G014000
GO:0000287	ISA	Potri.016G078400
GO:0008897	ISA	Potri.016G078400
GO:0009059	ISA	Potri.016G078400
GO:0005515	ISA	Potri.005G015700
GO:0004672	ISA	Potri.019G048800
GO:0005524	ISA	Potri.019G048800
GO:0006468	ISA	Potri.019G048800
GO:0007165	ISA	Potri.019G048800
GO:0004650	ISA	Potri.007G105800
GO:0005975	ISA	Potri.007G105800
GO:0005524	ISA	Potri.017G110400
GO:0006468	ISA	Potri.017G110400
GO:0004672	ISA	Potri.017G110400
GO:0004672	ISA	Potri.008G105100
GO:0005524	ISA	Potri.008G105100
GO:0006468	ISA	Potri.008G105100
GO:0006355	ISA	Potri.008G105100
GO:0004518	ISA	Potri.015G142800
GO:0006281	ISA	Potri.015G142800
GO:0003676	ISA	Potri.011G056600
GO:0008270	ISA	Potri.011G056600
GO:0005840	ISA	Potri.014G057300
GO:0006412	ISA	Potri.014G057300
GO:0003735	ISA	Potri.014G057300
GO:0005622	ISA	Potri.014G057300
GO:0016788	ISA	Potri.005G205100
GO:0006629	ISA	Potri.005G205100
GO:0005515	ISA	Potri.003G107100
GO:0000156	ISA	Potri.008G135500
GO:0000160	ISA	Potri.008G135500
GO:0006355	ISA	Potri.008G135500
GO:0003937	ISA	Potri.010G114400
GO:0004643	ISA	Potri.010G114400
GO:0006164	ISA	Potri.010G114400
GO:0003824	ISA	Potri.010G114400
GO:0006188	ISA	Potri.010G114400
GO:0043531	ISA	Potri.004G076700
GO:0005524	ISA	Potri.004G076700
GO:0006915	ISA	Potri.004G076700
GO:0004672	ISA	Potri.015G017900
GO:0005524	ISA	Potri.015G017900
GO:0006468	ISA	Potri.015G017900
GO:0004672	ISA	Potri.006G166600
GO:0005524	ISA	Potri.006G166600
GO:0006468	ISA	Potri.006G166600
GO:0004553	ISA	Potri.006G002100
GO:0005975	ISA	Potri.006G002100
GO:0005515	ISA	Potri.006G032000
GO:0008168	ISA	Potri.002G154400
GO:0008152	ISA	Potri.002G154400
GO:2001070	ISA	Potri.014G170300
GO:0003824	ISA	Potri.014G170300
GO:0005975	ISA	Potri.014G170300
GO:0031072	ISA	Potri.003G190000
GO:0003677	ISA	Potri.003G190000
GO:0003723	ISA	Potri.018G070200
GO:0004826	ISA	Potri.018G070200
GO:0000287	ISA	Potri.018G070200
GO:0005524	ISA	Potri.018G070200
GO:0006432	ISA	Potri.018G070200
GO:0006412	ISA	Potri.018G070200
GO:0005515	ISA	Potri.T048800
GO:0007165	ISA	Potri.T048800
GO:0005622	ISA	Potri.T048800
GO:0004888	ISA	Potri.T048800
GO:0031224	ISA	Potri.T048800
GO:0045087	ISA	Potri.T048800
GO:0009103	ISA	Potri.019G011300
GO:0016020	ISA	Potri.019G011300
GO:0004672	ISA	Potri.019G011300
GO:0005524	ISA	Potri.019G011300
GO:0016773	ISA	Potri.019G011300
GO:0006468	ISA	Potri.019G011300
GO:0003824	ISA	Potri.004G102000
GO:0008152	ISA	Potri.004G102000
GO:0016021	ISA	Potri.014G008900
GO:0004553	ISA	Potri.T112400
GO:0005975	ISA	Potri.T112400
GO:0016762	ISA	Potri.T112400
GO:0006073	ISA	Potri.T112400
GO:0005618	ISA	Potri.T112400
GO:0048046	ISA	Potri.T112400
GO:0009055	ISA	Potri.002G150100
GO:0016705	ISA	Potri.002G150100
GO:0020037	ISA	Potri.002G150100
GO:0055114	ISA	Potri.002G150100
GO:0005506	ISA	Potri.002G150100
GO:0008171	ISA	Potri.013G136300
GO:0008168	ISA	Potri.013G136300
GO:0046983	ISA	Potri.013G136300
GO:0005524	ISA	Potri.004G229400
GO:0016887	ISA	Potri.004G229400
GO:0006457	ISA	Potri.004G229400
GO:0051082	ISA	Potri.004G229400
GO:0005759	ISA	Potri.006G261600
GO:0048037	ISA	Potri.016G006300
GO:0003725	ISA	Potri.002G181400
GO:0005622	ISA	Potri.002G181400
GO:0003676	ISA	Potri.002G181400
GO:0005524	ISA	Potri.002G181400
GO:0008026	ISA	Potri.002G181400
GO:0004386	ISA	Potri.002G181400
GO:0003723	ISA	Potri.002G181400
GO:0004525	ISA	Potri.002G181400
GO:0006396	ISA	Potri.002G181400
GO:0005515	ISA	Potri.002G181400
GO:0016891	ISA	Potri.002G181400
GO:0003677	ISA	Potri.002G181400
GO:0016787	ISA	Potri.002G181400
GO:0004672	ISA	Potri.003G005900
GO:0005524	ISA	Potri.003G005900
GO:0006468	ISA	Potri.003G005900
GO:0004222	ISA	Potri.014G010100
GO:0006508	ISA	Potri.014G010100
GO:0043531	ISA	Potri.003G200800
GO:0005524	ISA	Potri.003G200800
GO:0006915	ISA	Potri.003G200800
GO:0003677	ISA	Potri.007G022900
GO:0005634	ISA	Potri.007G022900
GO:0006260	ISA	Potri.007G022900
GO:0030599	ISA	Potri.012G115200
GO:0042545	ISA	Potri.012G115200
GO:0005618	ISA	Potri.012G115200
GO:0005524	ISA	Potri.018G152600
GO:0016887	ISA	Potri.018G152600
GO:0016020	ISA	Potri.018G152600
GO:0005515	ISA	Potri.006G012000
GO:0004672	ISA	Potri.007G126100
GO:0005524	ISA	Potri.007G126100
GO:0006468	ISA	Potri.007G126100
GO:0005515	ISA	Potri.010G188100
GO:0009055	ISA	Potri.017G017300
GO:0015035	ISA	Potri.017G017300
GO:0045454	ISA	Potri.017G017300
GO:0004356	ISA	Potri.018G080600
GO:0006807	ISA	Potri.018G080600
GO:0015238	ISA	Potri.010G011400
GO:0015297	ISA	Potri.010G011400
GO:0006855	ISA	Potri.010G011400
GO:0055085	ISA	Potri.010G011400
GO:0016020	ISA	Potri.010G011400
GO:0004672	ISA	Potri.006G088600
GO:0005524	ISA	Potri.006G088600
GO:0006468	ISA	Potri.006G088600
GO:0005488	ISA	Potri.006G088600
GO:0006952	ISA	Potri.004G021100
GO:0009607	ISA	Potri.004G021100
GO:0016491	ISA	Potri.004G112800
GO:0055114	ISA	Potri.004G112800
GO:0003854	ISA	Potri.004G112800
GO:0016616	ISA	Potri.004G112800
GO:0006694	ISA	Potri.004G112800
GO:0006108	ISA	Potri.004G112800
GO:0030060	ISA	Potri.004G112800
GO:0003735	ISA	Potri.015G004700
GO:0006414	ISA	Potri.015G004700
GO:0005622	ISA	Potri.015G004700
GO:0005840	ISA	Potri.015G004700
GO:0016491	ISA	Potri.015G006900
GO:0055114	ISA	Potri.015G006900
GO:0015991	ISA	Potri.017G079200
GO:0033177	ISA	Potri.017G079200
GO:0015078	ISA	Potri.017G079200
GO:0016651	ISA	Potri.007G005100
GO:0022900	ISA	Potri.007G005100
GO:0005743	ISA	Potri.007G005100
GO:0008270	ISA	Potri.011G143600
GO:0005515	ISA	Potri.003G047800
GO:0004842	ISA	Potri.002G116600
GO:0016567	ISA	Potri.002G116600
GO:0000151	ISA	Potri.002G116600
GO:0003677	ISA	Potri.012G132600
GO:0046983	ISA	Potri.012G132600
GO:0003700	ISA	Potri.012G132600
GO:0006355	ISA	Potri.012G132600
GO:0005634	ISA	Potri.012G132600
GO:0043565	ISA	Potri.012G132600
GO:0003735	ISA	Potri.008G087100
GO:0006412	ISA	Potri.008G087100
GO:0005622	ISA	Potri.008G087100
GO:0005840	ISA	Potri.008G087100
GO:0005524	ISA	Potri.001G376600
GO:0008033	ISA	Potri.001G376600
GO:0004161	ISA	Potri.001G376600
GO:0009058	ISA	Potri.001G376600
GO:0008236	ISA	Potri.006G145200
GO:0006508	ISA	Potri.006G145200
GO:0016787	ISA	Potri.006G145200
GO:0008152	ISA	Potri.006G145200
GO:0016670	ISA	Potri.007G101600
GO:0030328	ISA	Potri.007G101600
GO:0055114	ISA	Potri.007G101600
GO:0008080	ISA	Potri.T066000
GO:0016747	ISA	Potri.T066000
GO:0008152	ISA	Potri.T066000
GO:0003676	ISA	Potri.003G040900
GO:0003899	ISA	Potri.016G003200
GO:0006351	ISA	Potri.016G003200
GO:0008168	ISA	Potri.010G104800
GO:0003824	ISA	Potri.009G024100
GO:0051536	ISA	Potri.009G024100
GO:0051539	ISA	Potri.009G024100
GO:0006777	ISA	Potri.009G024100
GO:0019008	ISA	Potri.009G024100
GO:0006886	ISA	Potri.004G138600
GO:0005622	ISA	Potri.004G138600
GO:0015238	ISA	Potri.003G116700
GO:0015297	ISA	Potri.003G116700
GO:0006855	ISA	Potri.003G116700
GO:0055085	ISA	Potri.003G116700
GO:0016020	ISA	Potri.003G116700
GO:0003700	ISA	Potri.004G062300
GO:0043565	ISA	Potri.004G062300
GO:0006355	ISA	Potri.004G062300
GO:0005634	ISA	Potri.004G062300
GO:0016747	ISA	Potri.001G051800
GO:0008152	ISA	Potri.001G051800
GO:0003735	ISA	Potri.017G119300
GO:0019843	ISA	Potri.017G119300
GO:0006412	ISA	Potri.017G119300
GO:0005622	ISA	Potri.017G119300
GO:0005840	ISA	Potri.017G119300
GO:0005515	ISA	Potri.011G016600
GO:0016491	ISA	Potri.002G186300
GO:0055114	ISA	Potri.002G186300
GO:0003779	ISA	Potri.009G028200
GO:0005622	ISA	Potri.009G028200
GO:0016787	ISA	Potri.009G169300
GO:0008152	ISA	Potri.009G169300
GO:0003700	ISA	Potri.001G041500
GO:0006355	ISA	Potri.001G041500
GO:0004252	ISA	Potri.010G196700
GO:0006508	ISA	Potri.010G196700
GO:0042802	ISA	Potri.010G196700
GO:0043086	ISA	Potri.010G196700
GO:0043531	ISA	Potri.018G003500
GO:0005524	ISA	Potri.018G003500
GO:0006915	ISA	Potri.018G003500
